자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
월평역 2번출구(육교밑),무인대여소,"대전광역시 서구 한밭대로570번길2, (월평동)",대전광역시 서구 월평동 428,36.35819097,127.3618282,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
홈플러스(유성점),무인대여소,"대전광역시 유성구 한밭대로502, (봉명동)",대전광역시 유성구 봉명동 669,36.35840228,127.3541717,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성구청,무인대여소,,대전광역시 유성구 어은동 59-12,36.36178981,127.3573083,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
선사유적지공용주차장,무인대여소,"대전광역시 서구 대덕대로325, (월평동)",대전광역시 서구 월평동 243,36.36191288,127.3789245,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
만년동주민센터,무인대여소,"대전광역시 서구 만년남로3번길137, (만년동)",대전광역시 서구 만년동 13,36.36684252,127.3719764,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,16,16,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
스마트시티(201동),무인대여소,,대전광역시 유성구 도룡동 4-32,36.37761523,127.3917284,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,14,14,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전지방국세청,무인대여소,"대전광역시 대덕구 계족로682, (법동)",대전광역시 대덕구 법동 186,36.37238237,127.4290249,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 휴먼시아10단지,무인대여소,,대전광역시 유성구 원신흥동 588,36.33801347,127.3388335,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,14,14,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 트리풀시티9단지(504동 맞은편),무인대여소,,대전광역시 유성구 상대동 500,36.34224095,127.3373162,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 신안인스빌리베라,무인대여소,,대전광역시 유성구 원신흥동 582,36.34193055,127.3447826,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 한라비발디,무인대여소,"대전광역시 유성구 상대로17, (상대동, 도안신도시한라비발디아파트)",대전광역시 유성구 상대동 461-1,36.34472584,127.3336077,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 휴먼시아6단지,무인대여소,"대전광역시 유성구 도안대로512-12, (봉명동)",대전광역시 유성구 봉명동 1056-1,36.34564021,127.3408636,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 센트롤시티,무인대여소,"대전광역시 유성구 계룡로132번길71, (봉명동)",대전광역시 유성구 봉명동 1020-2,36.34943096,127.3451544,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성생명과학고등학교,무인대여소,"대전광역시 유성구 월드컵대로270, (구암동)",대전광역시 유성구 구암동 25,36.34823876,127.3284196,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
상대초등학교,무인대여소,"대전광역시 유성구 월드컵대로322, (상대동)",대전광역시 유성구 상대동 467-2,36.34730203,127.336605,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안휴먼시아1단지,무인대여소,"대전광역시 유성구 도안대로560, (봉명동, 도안휴먼시아1단지)",대전광역시 유성구 봉명동 1024,36.35090892,127.3434932,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
만년교(코젤병원),무인대여소,,대전광역시 유성구 봉명동 1017-2,36.35199599,127.346158,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,16,16,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성온천역 3번출구,무인대여소,"대전광역시 유성구 계룡로지하 97, (봉명동)",대전광역시 유성구 봉명동 326-95,36.35366523,127.341576,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성온천역 6번출구,무인대여소,"대전광역시 유성구 대학로3, (봉명동)",대전광역시 유성구 봉명동 552-5,36.3542854,127.3412735,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
구암역 3번출구,무인대여소,"대전광역시 유성구 유성대로703, (구암동)",대전광역시 유성구 구암동 96-9,36.35660601,127.3306877,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한진오피스텔,무인대여소,"대전광역시 유성구 대학로31, (봉명동)",대전광역시 유성구 봉명동 535-5,36.3565961,127.3419079,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
충대정문오거리2(건너편),무인대여소,,대전광역시 유성구 궁동 376-1,36.36182254,127.3450509,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,18,18,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
충대정문오거리1(정문),무인대여소,"대전광역시 유성구 대학로99, (궁동)",대전광역시 유성구 궁동 258-8,36.36814071,127.3418443,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
궁동네거리,무인대여소,,대전광역시 유성구 장대동 312-3,36.36480691,127.3387188,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
탄방지하차도,무인대여소,,대전광역시 서구 탄방동 1452,36.34341514,127.3833601,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유승기업사,무인대여소,,대전광역시 서구 탄방동 521-2,36.34349406,127.3811872,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
남선공원종합체육관,무인대여소,,대전광역시 서구 탄방동 1458,36.34890025,127.3986248,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한가람아파트,무인대여소,,대전광역시 서구 탄방동 1447,36.34768085,127.3927295,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한국농어촌공사,무인대여소,"대전광역시 서구 문예로7, (탄방동)",대전광역시 서구 탄방동 735,36.34743193,127.3898571,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전종합고용지원센터(탄방역 4번출구),무인대여소,,대전광역시 서구 탄방동 1453-1,36.34636071,127.3848187,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
오페라웨딩홀,무인대여소,"대전광역시 서구 둔산남로46, (둔산동)",대전광역시 서구 둔산동 1257,36.3487195,127.3825831,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
경성큰마을,무인대여소,"대전광역시 서구 대덕대로168번길26, (갈마동)",대전광역시 서구 갈마동 1438,36.34706044,127.3772152,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
웅포 곰개나루,유인대여소,,전북특별자치도 익산시 웅포면 웅포리 713,36.06623672,126.876158,9:00,19:00,평일,무료,,50,,Y,기계식,N,063-859-5610,전북특별자치도 익산시청,2025-06-10,4681000,전북특별자치도 익산시
만경강 사수정,유인대여소,전북특별자치도 익산시 오산면 만경강1길 58,전북특별자치도 익산시 오산면 목천리 1177-12,35.91027274,126.9187976,9:00,19:00,평일,무료,,50,,Y,기계식,N,063-859-5610,전북특별자치도 익산시청,2025-06-10,4681000,전북특별자치도 익산시
신월동자전거대여소,무인대여소,전라남도 여수시 신월1길 38-8,전라남도 여수시 신월동 94-2,34.724479,127.7094603,0:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,6,6,N,수동식,N,061-659-4567,전라남도 여수시청,2025-06-12,5785000,전남광주통합특별시 여수시
둔덕삼거리,무인대여소,"전라남도 여수시 상암로16(둔덕동,라온유아파트)",전라남도 여수시 둔덕동 266,34.78441966,127.6966622,0:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,수동식,N,061-659-4567,전라남도 여수시청,2025-06-12,5785000,전남광주통합특별시 여수시
서창동 행정복지센터,유인대여소,광주광역시 서구 눌재로 412,광주광역시 서구 세하동 553-1,35.11445067,126.8302885,9:00,18:00,토+일+공휴일,무료,,4,7,Y,수동식,N,062-350-4468,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
화정4동 행정복지센터,유인대여소,광주광역시 서구 염화로83번길 3,광주광역시 서구 화정동 919-1,35.141804,126.873788,9:00,18:00,토+일+공휴일,무료,,6,10,Y,수동식,N,062-350-4459,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
화정3동 행정복지센터,유인대여소,광주광역시 서구 월드컵4강로68번길 17,광주광역시 서구 화정동 891,35.1433475,126.876456,9:00,18:00,토+일+공휴일,무료,,3,10,Y,수동식,N,062-350-4424,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
화정2동 행정복지센터,유인대여소,광주광역시 서구 화운로 94,광주광역시 서구 화정동 1611,35.148339,126.880646,9:00,18:00,토+일+공휴일,무료,,4,10,Y,수동식,N,062-350-4415,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
화정1동 행정복지센터,유인대여소,광주광역시 서구 내방로338번길 11,광주광역시 서구 화정동 71-81,35.156352,126.877797,9:00,18:00,토+일+공휴일,무료,,4,0,Y,수동식,N,062-350-4393,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
상무2동 행정복지센터,유인대여소,광주광역시 서구 화정로85번길 17,광주광역시 서구 쌍촌동 1227-6,35.1465687,126.866449,9:00,18:00,토+일+공휴일,무료,,3,5,Y,수동식,N,062-350-4373,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
상무1동 행정복지센터,유인대여소,광주광역시 서구 월드컵4강로197번길 20,광주광역시 서구 쌍촌동 333-7,35.1537511,126.867425,9:00,18:00,토+일+공휴일,무료,,4,10,Y,수동식,N,062-350-4359,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
치평동 행정복지센터,유인대여소,광주광역시 서구 상무공원로 62,광주광역시 서구 치평동 1171-11,35.149964,126.8433332,9:00,18:00,토+일+공휴일,무료,,6,15,Y,수동식,N,062-350-4321,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
유덕동 행정복지센터,유인대여소,광주광역시 서구 유덕로 24,광주광역시 서구 유촌동 497-1,35.1651326,126.8518138,9:00,18:00,토+일+공휴일,무료,,5,7,Y,수동식,N,062-350-4306,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
광천동 행정복지센터,유인대여소,광주광역시 서구 광천2길 9,광주광역시 서구 광천동 206-14,35.1644001,126.880162,9:00,18:00,토+일+공휴일,무료,,7,7,Y,수동식,N,062-350-4281,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
농성2동 행정복지센터,유인대여소,광주광역시 서구 화정로 314,광주광역시 서구 농성동 630-11,35.150327,126.8902463,9:00,18:00,토+일+공휴일,무료,,3,5,Y,수동식,N,062-350-4264,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
농성1동 행정복지센터,유인대여소,광주광역시 서구 상무대로1189번길 23,광주광역시 서구 농성동 329-1,35.1566513,126.8897411,9:00,18:00,토+일+공휴일,무료,,5,10,Y,수동식,N,062-350-4258,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
서구청,유인대여소,광주광역시 서구 경열로 33,광주광역시 서구 농성동 299,35.15203177,126.8901112,9:00,18:00,토+일+공휴일,무료,,50,54,Y,수동식,N,062-360-7894,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
양3동 행정복지센터,유인대여소,광주광역시 서구 상무대로1223번길 16,광주광역시 서구 양동 461,35.15752068,126.8940007,9:00,18:00,토+일+공휴일,무료,,5,10,Y,수동식,N,062-350-4224,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
양동 행정복지센터,유인대여소,광주광역시 서구 천변좌로222번길 3-2,광주광역시 서구 양동 307-36,35.15488799,126.9008722,9:00,18:00,토+일+공휴일,무료,,9,10,Y,수동식,N,062-350-4216,광주광역시 서구청,2025-11-24,5810000,전남광주통합특별시 서구
원문동(정보과학도서관 앞),유인대여소,경기도 과천시 중앙로 24,경기도 과천시 갈현동 677,37.41874398,126.9897173,9:00,18:00,월요일+화요일+국경일,무료,무료,20,20,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
과천동(뒷골 공영주차장),유인대여소,,경기도 과천시 과천동 367-4,37.45366937,127.0012644,9:00,18:00,월요일+화요일+국경일,무료,무료,20,20,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
문원동(2단지 문천사 앞),유인대여소,,경기도 과천시 문원동 106-2,37.4255253,127.0066602,9:00,18:00,월요일+화요일+국경일,무료,무료,20,20,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
부림동(과천역 1번출구),유인대여소,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,37.4323292,126.9966062,9:00,22:00,월요일+화요일+국경일,무료,무료,20,30,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
중앙공원,유인대여소,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,37.4323292,126.9966062,9:00,22:00,월요일+화요일+국경일,무료,무료,30,30,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
코오롱 앞(정부과천청사역 4번출구),유인대여소,경기도 과천시 중앙로 100,경기도 과천시 별양동 1,37.42599694,126.9901861,9:00,18:00,월요일+화요일+국경일,무료,무료,20,30,Y,수동식,N,02-3677-2289,경기도 과천시청,2025-11-28,3970000,경기도 과천시
아라뱃길자전거대여소,유인대여소,경기도 김포시 고촌읍 아라육로270번길 74,경기도 김포시 고촌읍 전호리 778,37.59765925,126.7869752,0:00,0:00,미운영,유료,0,0,0,N,수동식,N,031-999-7878,㈜워터웨이플러스,2025-11-24,4090000,경기도 김포시
관악구 자전거 스테이션,유인대여소,,서울특별시 관악구 신림동 1433-158,37.48406774,126.9264784,9:00,18:00,연중무휴,무료,,70,74,Y,,Y,02-879-6862,서울특별시 관악구 교통행정과,2025-11-20,3200000,서울특별시 관악구
공영자전거대여소,유인대여소,인천광역시 남동구 소래로 154길 62,인천광역시 남동구 논현동 66-2,37.40505291,126.7427552,9:00,18:00,월+화,유료,성인용 2000원+어린이용 1000원+2인용 4000원,119,0,Y,기계식,N,032-453-2724,인천광역시 남동구청,2025-11-28,3530000,인천광역시 남동구
부소산성 전기자전거 대여소,무인대여소,,충청남도 부여군 부여읍 관북리 114-2,36.28341088,126.914436,9:00,18:00,12~02월,무료,무료,12,12,N,,N,041-830-2388,충청남도 부여군청,2025-12-10,4570000,충청남도 부여군
정림사지 전기자전거 대여소,무인대여소,,충청남도 부여군 부여읍 동남리 401,36.278401,126.915889,9:00,18:00,12~02월,무료,무료,12,12,N,,N,041-830-2388,충청남도 부여군청,2025-12-10,4570000,충청남도 부여군
궁남지 전기자전거 대여소,무인대여소,,충청남도 부여군 부여읍 동남리 137-4,36.27246492,126.913334,9:00,18:00,12~02월,무료,무료,12,12,N,,N,041-830-2388,충청남도 부여군청,2025-12-10,4570000,충청남도 부여군
한솔동_주민센터,무인대여소,,세종특별자치시 한솔동 1230,36.47940405,127.2548076,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_첫마을5단지525동옆,무인대여소,,세종특별자치시 한솔동 1229,36.47792518,127.2496697,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_한솔고등학교,무인대여소,,세종특별자치시 한솔동 971,36.47614127,127.2519512,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_첫마을6단지617동옆,무인대여소,,세종특별자치시 한솔동 984,36.47575837,127.2515222,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_첫마을7단지702동앞,무인대여소,,세종특별자치시 한솔동 1234,36.47533855,127.2559085,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_한솔중학교 버스정류장,무인대여소,,세종특별자치시 한솔동 976,36.47604401,127.2557359,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
한솔동_세종보 입구,무인대여소,,세종특별자치시 한솔동 1250,36.47688061,127.2600037,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_세종시청 서문,무인대여소,,세종특별자치시 보람동 627-2,36.479836,127.288415,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대평동_세종고속시외버스터미널 건너편,무인대여소,,세종특별자치시 대평동 499,36.469017,127.274299,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대평동_세종고속시외버스터미널BRT,무인대여소,,세종특별자치시 대평동 643,36.46940665,127.2748595,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
왕피천공원 자전거대여소,유인대여소,경상북도 울진군 근남면 엑스포로25,,36.96870242,129.4010878,10:00,17:00,설 당일+추석 당일,유료,아동용 3000원+일반 4000원+마차형 6000원+울진 군민 50프로 할인,61,,Y,기계식,N,054-789-5500,울진군 왕피천공원사업소,2024-07-30,5250000,경상북도 울진군
금산자전거대여소,유인대여소,전라남도 고흥군 금산면 거금로 720,전라남도 고흥군 금산면 신촌리 352,34.4884599,127.121565,10:00,17:00,연중무휴,무료,무료,21,5,N,,N,061-830-5451,전라남도 고흥군,2023-12-07,5845000,전남광주통합특별시 고흥군
소담동 _농림수산식품교육문화정보원,무인대여소,,세종특별자치시 반곡동 772-3,36.492846,127.305279,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을2단지 입구,무인대여소,,세종특별자치시 집현동 883-82,36.48863584,127.3221614,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을 401동 앞 로터리,무인대여소,,세종특별자치시 집현동 785-57,36.493163,127.3225052,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을 402동 앞,무인대여소,,세종특별자치시 집현동 883-270,36.49317287,127.3218768,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을 309동 앞 로터리,무인대여소,,세종특별자치시 집현동 883-56,36.49102686,127.3218875,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
고운동_가락2005동 앞,무인대여소,,세종특별자치시 고운동 1397,36.51620859,127.24139,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
고운동_고운프라자,무인대여소,,세종특별자치시 고운동 1370,36.5193378,127.23453,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
고운동_세종중앙타워,무인대여소,,세종특별자치시 고운동 2094,36.51164,127.2410368,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대평동_세종고속시외버스터미널,무인대여소,,세종특별자치시 대평동 269-52,36.469257,127.2736619,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을1단지 정문앞 로터리,무인대여소,,세종특별자치시 집현동 883-148,36.48546011,127.3201523,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
집현동_새나루마을 1207동,무인대여소,,세종특별자치시 집현동 418-1,36.50226455,127.3262976,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울 911동 앞,무인대여소,,세종특별자치시 보람동 774,36.48049062,127.2958288,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
보람동_호려울 1010동 앞,무인대여소,,세종특별자치시 보람동 702,36.47867668,127.2889558,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
소담동_한국보건사회연구원 대로변쪽,무인대여소,,세종특별자치시 소담동 831,36.495141,127.306277,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
조치원_홈플러스 정문,무인대여소,,세종특별자치시 조치원읍 번암리 53-2,36.58672833,127.2973174,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
세종동_국립수목원연구동 앞 정류장,무인대여소,,세종특별자치시 세종동 1205,36.49793389,127.2893314,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_해양수산부_농림축산식품부(5동-1) 로터리,무인대여소,,세종특별자치시 어진동 715,36.5048052,127.2644356,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_한뜰마을604동앞,무인대여소,,세종특별자치시 어진동 755,36.49477981,127.2605171,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
어진동_한뜰마을601동 앞,무인대여소,,세종특별자치시 어진동 673,36.49519035,127.258921,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_리치먼드시티 앞,무인대여소,,세종특별자치시 나성동 756,36.49284323,127.2567789,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
나성동_나릿재303동 앞,무인대여소,,세종특별자치시 나성동 372-2,36.488689,127.261328,0:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2025-06-25,5690000,세종특별자치시
대전남부여성가족원,무인대여소,"대전광역시 동구 동구청로60, (가오동)",대전광역시 동구 가오동 559-1,36.30417213,127.4593957,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
은어송마을2단지,무인대여소,,대전광역시 동구 대성동 130-1,36.30375017,127.4577618,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,9,9,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
은어송마을4단지,무인대여소,"대전광역시 동구 은어송로116, (가오동, 은어송마을4단지)",대전광역시 동구 가오동 555,36.31027658,127.4620485,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
홈플러스 가오점,무인대여소,"대전광역시 동구 은어송로75, (가오동)",대전광역시 동구 가오동 552,36.30739713,127.4570685,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
홈플러스 가오점(건너편),무인대여소,"대전광역시 동구 동구청로89-2, (가오동)",대전광역시 동구 가오동 644,36.30627014,127.4569761,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
은어송마을입구,무인대여소,"대전광역시 동구 은어송로43, (가오동)",대전광역시 동구 가오동 619,36.30553753,127.4544202,5:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
